,Version,Test,Dataset,Variable,Response Time (s)
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.8739
8,3.10.5,virtual mooring,giops_day,votemper,1.6323
9,3.10.5,virtual mooring,giops_day,vosaline,1.6473
10,3.10.5,virtual mooring,giops_day,sspeed,2.1408
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1187
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.1785
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.652
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.9368
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,12.8806
16,3.10.5,transect,giops_day,votemper,9.0203
17,3.10.5,transect,giops_day,vosaline,8.3857
18,3.10.5,transect,giops_day,sspeed,8.9034
19,3.10.5,transect,giops_day,magwatervel,9.004
20,3.10.5,transect,riops_fc_3dps,votemper,10.2607
21,3.10.5,transect,riops_fc_3dps,vosaline,9.8456
22,3.10.5,transect,riops_fc_3dps,sspeed,12.2729
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.3055
24,3.10.5,hovmoller,giops_day,votemper,6.6328
25,3.10.5,hovmoller,giops_day,vosaline,6.2286
26,3.10.5,hovmoller,giops_day,sspeed,7.5828
27,3.10.5,hovmoller,giops_day,magwatervel,7.2045
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.0836
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.7823
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.6776
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.8275
32,3.10.5,area,giops_day,votemper,4.1893
33,3.10.5,area,giops_day,vosaline,4.4163
34,3.10.5,area,giops_day,sspeed,4.1312
35,3.10.5,area,giops_day,magwatervel,4.1991
37,3.10.5,area,riops_fc_3dps,votemper,8.0875
38,3.10.5,area,riops_fc_3dps,vosaline,8.44
39,3.10.5,area,riops_fc_3dps,sspeed,8.7152
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5305
41,3.10.5,subset,giops_day,votemper,0.71
42,3.10.5,subset,riops_fc_3dps,votemper,1.9154
0,3.10.5,profile,giops_day,votemper,1.6098
1,3.10.5,profile,giops_day,vosaline,1.642
2,3.10.5,profile,giops_day,sspeed,1.7884
3,3.10.5,profile,giops_day,magwatervel,2.3175
4,3.10.5,profile,riops_fc_3dps,votemper,2.4851
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4301
6,3.10.5,profile,riops_fc_3dps,sspeed,3.3941
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4042
8,3.10.5,virtual mooring,giops_day,votemper,1.663
9,3.10.5,virtual mooring,giops_day,vosaline,1.6328
10,3.10.5,virtual mooring,giops_day,sspeed,2.2316
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1016
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.0515
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3711
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.2086
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.1544
16,3.10.5,transect,giops_day,votemper,8.6284
17,3.10.5,transect,giops_day,vosaline,8.1891
18,3.10.5,transect,giops_day,sspeed,8.5338
19,3.10.5,transect,giops_day,magwatervel,8.8157
20,3.10.5,transect,riops_fc_3dps,votemper,9.8012
21,3.10.5,transect,riops_fc_3dps,vosaline,9.6381
22,3.10.5,transect,riops_fc_3dps,sspeed,11.2516
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5598
24,3.10.5,hovmoller,giops_day,votemper,6.5661
25,3.10.5,hovmoller,giops_day,vosaline,6.12
26,3.10.5,hovmoller,giops_day,sspeed,6.9228
27,3.10.5,hovmoller,giops_day,magwatervel,7.2049
28,3.10.5,hovmoller,riops_fc_3dps,votemper,11.0926
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.6859
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.5945
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,17.7806
32,3.10.5,area,giops_day,votemper,4.2295
33,3.10.5,area,giops_day,vosaline,4.3725
34,3.10.5,area,giops_day,sspeed,4.1768
35,3.10.5,area,giops_day,magwatervel,4.4291
37,3.10.5,area,riops_fc_3dps,votemper,8.1142
38,3.10.5,area,riops_fc_3dps,vosaline,8.0377
39,3.10.5,area,riops_fc_3dps,sspeed,8.7583
40,3.10.5,area,riops_fc_3dps,magwatervel,7.4421
41,3.10.5,subset,giops_day,votemper,0.7618
42,3.10.5,subset,riops_fc_3dps,votemper,2.0779
0,3.10.5,profile,giops_day,votemper,1.9382
1,3.10.5,profile,giops_day,vosaline,1.9501
2,3.10.5,profile,giops_day,sspeed,2.0799
3,3.10.5,profile,giops_day,magwatervel,2.9255
4,3.10.5,profile,riops_fc_3dps,votemper,3.3002
5,3.10.5,profile,riops_fc_3dps,vosaline,4.4839
6,3.10.5,profile,riops_fc_3dps,sspeed,3.7962
7,3.10.5,profile,riops_fc_3dps,magwatervel,5.0225
8,3.10.5,virtual mooring,giops_day,votemper,3.0648
9,3.10.5,virtual mooring,giops_day,vosaline,3.107
10,3.10.5,virtual mooring,giops_day,sspeed,2.4112
11,3.10.5,virtual mooring,giops_day,magwatervel,6.5055
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,8.7451
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,8.6472
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,10.4251
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,25.5489
16,3.10.5,transect,giops_day,votemper,12.7314
17,3.10.5,transect,giops_day,vosaline,11.9567
18,3.10.5,transect,giops_day,sspeed,13.3444
19,3.10.5,transect,giops_day,magwatervel,11.948
20,3.10.5,transect,riops_fc_3dps,votemper,14.0522
21,3.10.5,transect,riops_fc_3dps,vosaline,13.0672
22,3.10.5,transect,riops_fc_3dps,sspeed,14.1316
23,3.10.5,transect,riops_fc_3dps,magwatervel,16.3207
24,3.10.5,hovmoller,giops_day,votemper,8.7549
25,3.10.5,hovmoller,giops_day,vosaline,8.5328
26,3.10.5,hovmoller,giops_day,sspeed,9.6121
27,3.10.5,hovmoller,giops_day,magwatervel,9.7715
28,3.10.5,hovmoller,riops_fc_3dps,votemper,13.9961
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,14.433
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,16.7566
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,21.0868
32,3.10.5,area,giops_day,votemper,4.1714
33,3.10.5,area,giops_day,vosaline,3.9586
34,3.10.5,area,giops_day,sspeed,4.0434
35,3.10.5,area,giops_day,magwatervel,4.2039
37,3.10.5,area,riops_fc_3dps,votemper,9.3301
38,3.10.5,area,riops_fc_3dps,vosaline,9.8255
39,3.10.5,area,riops_fc_3dps,sspeed,8.7111
40,3.10.5,area,riops_fc_3dps,magwatervel,8.3077
41,3.10.5,subset,giops_day,votemper,0.6809
42,3.10.5,subset,riops_fc_3dps,votemper,2.7213
0,3.10.5,profile,giops_day,votemper,1.6624
1,3.10.5,profile,giops_day,vosaline,1.7557
2,3.10.5,profile,giops_day,sspeed,1.7716
3,3.10.5,profile,giops_day,magwatervel,1.9569
4,3.10.5,profile,riops_fc_3dps,votemper,2.633
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4963
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1877
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.502
8,3.10.5,virtual mooring,giops_day,votemper,1.7537
9,3.10.5,virtual mooring,giops_day,vosaline,1.6738
10,3.10.5,virtual mooring,giops_day,sspeed,2.1543
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1009
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.3598
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.2904
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.7386
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,9.9372
16,3.10.5,transect,giops_day,votemper,8.7928
17,3.10.5,transect,giops_day,vosaline,8.2766
18,3.10.5,transect,giops_day,sspeed,8.4765
19,3.10.5,transect,giops_day,magwatervel,8.8609
20,3.10.5,transect,riops_fc_3dps,votemper,10.0764
21,3.10.5,transect,riops_fc_3dps,vosaline,9.9756
22,3.10.5,transect,riops_fc_3dps,sspeed,11.8773
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.3478
24,3.10.5,hovmoller,giops_day,votemper,6.2606
25,3.10.5,hovmoller,giops_day,vosaline,7.1619
26,3.10.5,hovmoller,giops_day,sspeed,8.3764
27,3.10.5,hovmoller,giops_day,magwatervel,7.5526
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.7497
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.6499
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.9179
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.585
32,3.10.5,area,giops_day,votemper,4.0472
33,3.10.5,area,giops_day,vosaline,3.9475
34,3.10.5,area,giops_day,sspeed,4.1985
35,3.10.5,area,giops_day,magwatervel,4.0659
37,3.10.5,area,riops_fc_3dps,votemper,7.9257
38,3.10.5,area,riops_fc_3dps,vosaline,7.8838
39,3.10.5,area,riops_fc_3dps,sspeed,8.9408
40,3.10.5,area,riops_fc_3dps,magwatervel,7.4751
41,3.10.5,subset,giops_day,votemper,0.7025
42,3.10.5,subset,riops_fc_3dps,votemper,1.9153
0,3.10.5,profile,giops_day,votemper,1.9722
1,3.10.5,profile,giops_day,vosaline,1.6401
2,3.10.5,profile,giops_day,sspeed,1.7346
3,3.10.5,profile,giops_day,magwatervel,1.8962
4,3.10.5,profile,riops_fc_3dps,votemper,2.5272
5,3.10.5,profile,riops_fc_3dps,vosaline,2.4307
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1225
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.4372
8,3.10.5,virtual mooring,giops_day,votemper,1.602
9,3.10.5,virtual mooring,giops_day,vosaline,1.6857
10,3.10.5,virtual mooring,giops_day,sspeed,2.2786
11,3.10.5,virtual mooring,giops_day,magwatervel,3.16
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.1308
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3517
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.2096
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.8343
16,3.10.5,transect,giops_day,votemper,9.1415
17,3.10.5,transect,giops_day,vosaline,8.6281
18,3.10.5,transect,giops_day,sspeed,9.0742
19,3.10.5,transect,giops_day,magwatervel,8.8345
20,3.10.5,transect,riops_fc_3dps,votemper,10.2813
21,3.10.5,transect,riops_fc_3dps,vosaline,10.5198
22,3.10.5,transect,riops_fc_3dps,sspeed,11.354
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.4531
24,3.10.5,hovmoller,giops_day,votemper,6.3556
25,3.10.5,hovmoller,giops_day,vosaline,6.483
26,3.10.5,hovmoller,giops_day,sspeed,6.9449
27,3.10.5,hovmoller,giops_day,magwatervel,7.7201
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.3074
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.9874
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.1164
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.4907
32,3.10.5,area,giops_day,votemper,4.4981
33,3.10.5,area,giops_day,vosaline,4.3984
34,3.10.5,area,giops_day,sspeed,4.2282
35,3.10.5,area,giops_day,magwatervel,3.9963
37,3.10.5,area,riops_fc_3dps,votemper,8.4866
38,3.10.5,area,riops_fc_3dps,vosaline,8.8111
39,3.10.5,area,riops_fc_3dps,sspeed,9.1912
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5892
41,3.10.5,subset,giops_day,votemper,0.7461
42,3.10.5,subset,riops_fc_3dps,votemper,2.0189
0,3.10.5,profile,giops_day,votemper,1.6085
1,3.10.5,profile,giops_day,vosaline,1.6332
2,3.10.5,profile,giops_day,sspeed,1.771
3,3.10.5,profile,giops_day,magwatervel,1.9137
4,3.10.5,profile,riops_fc_3dps,votemper,2.4489
5,3.10.5,profile,riops_fc_3dps,vosaline,2.6443
6,3.10.5,profile,riops_fc_3dps,sspeed,3.4726
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.464
8,3.10.5,virtual mooring,giops_day,votemper,1.6221
9,3.10.5,virtual mooring,giops_day,vosaline,1.6516
10,3.10.5,virtual mooring,giops_day,sspeed,2.163
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0243
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.3886
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,5.4325
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.6273
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,11.8168
16,3.10.5,transect,giops_day,votemper,9.2364
17,3.10.5,transect,giops_day,vosaline,9.05
18,3.10.5,transect,giops_day,sspeed,8.7191
19,3.10.5,transect,giops_day,magwatervel,8.5206
20,3.10.5,transect,riops_fc_3dps,votemper,10.5518
21,3.10.5,transect,riops_fc_3dps,vosaline,10.0056
22,3.10.5,transect,riops_fc_3dps,sspeed,11.3066
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.7161
24,3.10.5,hovmoller,giops_day,votemper,6.2835
25,3.10.5,hovmoller,giops_day,vosaline,6.4107
26,3.10.5,hovmoller,giops_day,sspeed,6.5525
27,3.10.5,hovmoller,giops_day,magwatervel,7.0102
28,3.10.5,hovmoller,riops_fc_3dps,votemper,9.9853
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.5047
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.0504
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,17.7282
32,3.10.5,area,giops_day,votemper,4.1192
33,3.10.5,area,giops_day,vosaline,4.9563
34,3.10.5,area,giops_day,sspeed,4.3525
35,3.10.5,area,giops_day,magwatervel,4.0693
37,3.10.5,area,riops_fc_3dps,votemper,8.5287
38,3.10.5,area,riops_fc_3dps,vosaline,8.2253
39,3.10.5,area,riops_fc_3dps,sspeed,8.8735
40,3.10.5,area,riops_fc_3dps,magwatervel,7.7084
41,3.10.5,subset,giops_day,votemper,0.8821
42,3.10.5,subset,riops_fc_3dps,votemper,1.9904
0,3.10.5,profile,giops_day,votemper,1.6365
1,3.10.5,profile,giops_day,vosaline,1.63
2,3.10.5,profile,giops_day,sspeed,1.7633
3,3.10.5,profile,giops_day,magwatervel,1.8438
4,3.10.5,profile,riops_fc_3dps,votemper,2.7268
5,3.10.5,profile,riops_fc_3dps,vosaline,2.624
6,3.10.5,profile,riops_fc_3dps,sspeed,3.729
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.7923
8,3.10.5,virtual mooring,giops_day,votemper,1.6793
9,3.10.5,virtual mooring,giops_day,vosaline,1.6014
10,3.10.5,virtual mooring,giops_day,sspeed,2.2051
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0988
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.9485
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.5214
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.2062
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.466
16,3.10.5,transect,giops_day,votemper,9.7151
17,3.10.5,transect,giops_day,vosaline,12.2612
18,3.10.5,transect,giops_day,sspeed,10.404
19,3.10.5,transect,giops_day,magwatervel,9.4898
20,3.10.5,transect,riops_fc_3dps,votemper,10.7105
21,3.10.5,transect,riops_fc_3dps,vosaline,11.0018
22,3.10.5,transect,riops_fc_3dps,sspeed,13.9819
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.4219
24,3.10.5,hovmoller,giops_day,votemper,6.6326
25,3.10.5,hovmoller,giops_day,vosaline,7.1668
26,3.10.5,hovmoller,giops_day,sspeed,7.3957
27,3.10.5,hovmoller,giops_day,magwatervel,8.8984
28,3.10.5,hovmoller,riops_fc_3dps,votemper,11.0903
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.6777
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,16.2531
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.8918
32,3.10.5,area,giops_day,votemper,4.1588
33,3.10.5,area,giops_day,vosaline,4.0919
34,3.10.5,area,giops_day,sspeed,4.4315
35,3.10.5,area,giops_day,magwatervel,4.1484
37,3.10.5,area,riops_fc_3dps,votemper,7.7242
38,3.10.5,area,riops_fc_3dps,vosaline,7.7404
39,3.10.5,area,riops_fc_3dps,sspeed,8.0511
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5435
41,3.10.5,subset,giops_day,votemper,0.7645
42,3.10.5,subset,riops_fc_3dps,votemper,1.8615
0,3.10.5,profile,giops_day,votemper,1.988
1,3.10.5,profile,giops_day,vosaline,1.6636
2,3.10.5,profile,giops_day,sspeed,1.8125
3,3.10.5,profile,giops_day,magwatervel,2.0906
4,3.10.5,profile,riops_fc_3dps,votemper,2.6277
5,3.10.5,profile,riops_fc_3dps,vosaline,2.438
6,3.10.5,profile,riops_fc_3dps,sspeed,3.2043
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3863
8,3.10.5,virtual mooring,giops_day,votemper,1.6652
9,3.10.5,virtual mooring,giops_day,vosaline,1.624
10,3.10.5,virtual mooring,giops_day,sspeed,2.1788
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0366
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.2845
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.4023
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.5914
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.1562
16,3.10.5,transect,giops_day,votemper,8.7708
17,3.10.5,transect,giops_day,vosaline,8.2976
18,3.10.5,transect,giops_day,sspeed,8.5355
19,3.10.5,transect,giops_day,magwatervel,8.6153
20,3.10.5,transect,riops_fc_3dps,votemper,9.7949
21,3.10.5,transect,riops_fc_3dps,vosaline,9.7555
22,3.10.5,transect,riops_fc_3dps,sspeed,11.6197
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5366
24,3.10.5,hovmoller,giops_day,votemper,6.3042
25,3.10.5,hovmoller,giops_day,vosaline,6.0978
26,3.10.5,hovmoller,giops_day,sspeed,6.7866
27,3.10.5,hovmoller,giops_day,magwatervel,7.246
28,3.10.5,hovmoller,riops_fc_3dps,votemper,11.628
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.669
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,15.335
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.4352
32,3.10.5,area,giops_day,votemper,4.2725
33,3.10.5,area,giops_day,vosaline,4.1369
34,3.10.5,area,giops_day,sspeed,4.5135
35,3.10.5,area,giops_day,magwatervel,4.181
37,3.10.5,area,riops_fc_3dps,votemper,7.9018
38,3.10.5,area,riops_fc_3dps,vosaline,7.8762
39,3.10.5,area,riops_fc_3dps,sspeed,8.7691
40,3.10.5,area,riops_fc_3dps,magwatervel,7.6233
41,3.10.5,subset,giops_day,votemper,0.761
42,3.10.5,subset,riops_fc_3dps,votemper,1.7937
0,3.10.5,profile,giops_day,votemper,1.6034
1,3.10.5,profile,giops_day,vosaline,1.6273
2,3.10.5,profile,giops_day,sspeed,1.719
3,3.10.5,profile,giops_day,magwatervel,1.9961
4,3.10.5,profile,riops_fc_3dps,votemper,2.6079
5,3.10.5,profile,riops_fc_3dps,vosaline,2.6
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1694
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.888
8,3.10.5,virtual mooring,giops_day,votemper,1.654
9,3.10.5,virtual mooring,giops_day,vosaline,1.585
10,3.10.5,virtual mooring,giops_day,sspeed,2.185
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0287
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.1917
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.2776
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0968
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.0675
16,3.10.5,transect,giops_day,votemper,8.3437
17,3.10.5,transect,giops_day,vosaline,9.3799
18,3.10.5,transect,giops_day,sspeed,8.3345
19,3.10.5,transect,giops_day,magwatervel,8.5525
20,3.10.5,transect,riops_fc_3dps,votemper,11.491
21,3.10.5,transect,riops_fc_3dps,vosaline,9.563
22,3.10.5,transect,riops_fc_3dps,sspeed,11.022
23,3.10.5,transect,riops_fc_3dps,magwatervel,12.706
24,3.10.5,hovmoller,giops_day,votemper,6.5216
25,3.10.5,hovmoller,giops_day,vosaline,6.2365
26,3.10.5,hovmoller,giops_day,sspeed,7.1662
27,3.10.5,hovmoller,giops_day,magwatervel,8.2947
28,3.10.5,hovmoller,riops_fc_3dps,votemper,11.6147
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,11.377
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.9696
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,16.8427
32,3.10.5,area,giops_day,votemper,4.3757
33,3.10.5,area,giops_day,vosaline,3.9888
34,3.10.5,area,giops_day,sspeed,4.1627
35,3.10.5,area,giops_day,magwatervel,4.5876
37,3.10.5,area,riops_fc_3dps,votemper,8.0855
38,3.10.5,area,riops_fc_3dps,vosaline,7.8651
39,3.10.5,area,riops_fc_3dps,sspeed,8.2821
40,3.10.5,area,riops_fc_3dps,magwatervel,7.5311
41,3.10.5,subset,giops_day,votemper,0.6905
42,3.10.5,subset,riops_fc_3dps,votemper,1.9131
0,3.10.5,profile,giops_day,votemper,1.6087
1,3.10.5,profile,giops_day,vosaline,1.6038
2,3.10.5,profile,giops_day,sspeed,1.777
3,3.10.5,profile,giops_day,magwatervel,1.9608
4,3.10.5,profile,riops_fc_3dps,votemper,2.6459
5,3.10.5,profile,riops_fc_3dps,vosaline,2.5478
6,3.10.5,profile,riops_fc_3dps,sspeed,3.1589
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.3642
8,3.10.5,virtual mooring,giops_day,votemper,1.6645
9,3.10.5,virtual mooring,giops_day,vosaline,1.5964
10,3.10.5,virtual mooring,giops_day,sspeed,2.1417
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0308
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,5.073
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3585
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,8.0832
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,12.6287
16,3.10.5,transect,giops_day,votemper,8.8748
17,3.10.5,transect,giops_day,vosaline,8.3451
18,3.10.5,transect,giops_day,sspeed,8.6764
19,3.10.5,transect,giops_day,magwatervel,8.7967
20,3.10.5,transect,riops_fc_3dps,votemper,10.3166
21,3.10.5,transect,riops_fc_3dps,vosaline,9.8584
22,3.10.5,transect,riops_fc_3dps,sspeed,11.2881
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.19
24,3.10.5,hovmoller,giops_day,votemper,6.4428
25,3.10.5,hovmoller,giops_day,vosaline,6.7257
26,3.10.5,hovmoller,giops_day,sspeed,7.6166
27,3.10.5,hovmoller,giops_day,magwatervel,7.3307
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.2519
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,10.0141
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,14.4922
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,14.9901
32,3.10.5,area,giops_day,votemper,3.974
33,3.10.5,area,giops_day,vosaline,4.3035
34,3.10.5,area,giops_day,sspeed,4.6066
35,3.10.5,area,giops_day,magwatervel,4.2239
37,3.10.5,area,riops_fc_3dps,votemper,8.2661
38,3.10.5,area,riops_fc_3dps,vosaline,8.1264
39,3.10.5,area,riops_fc_3dps,sspeed,8.2171
40,3.10.5,area,riops_fc_3dps,magwatervel,7.8877
41,3.10.5,subset,giops_day,votemper,0.6865
42,3.10.5,subset,riops_fc_3dps,votemper,1.9886
0,3.10.5,profile,giops_day,votemper,1.6867
1,3.10.5,profile,giops_day,vosaline,1.6394
2,3.10.5,profile,giops_day,sspeed,1.7915
3,3.10.5,profile,giops_day,magwatervel,1.9877
4,3.10.5,profile,riops_fc_3dps,votemper,2.5407
5,3.10.5,profile,riops_fc_3dps,vosaline,2.7006
6,3.10.5,profile,riops_fc_3dps,sspeed,3.162
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5695
8,3.10.5,virtual mooring,giops_day,votemper,1.7979
9,3.10.5,virtual mooring,giops_day,vosaline,1.6824
10,3.10.5,virtual mooring,giops_day,sspeed,2.5818
11,3.10.5,virtual mooring,giops_day,magwatervel,3.0815
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.7588
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.3191
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.9002
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,10.0597
16,3.10.5,transect,giops_day,votemper,9.4688
17,3.10.5,transect,giops_day,vosaline,8.3793
18,3.10.5,transect,giops_day,sspeed,8.9242
19,3.10.5,transect,giops_day,magwatervel,8.9505
20,3.10.5,transect,riops_fc_3dps,votemper,10.1603
21,3.10.5,transect,riops_fc_3dps,vosaline,10.2845
22,3.10.5,transect,riops_fc_3dps,sspeed,11.5318
23,3.10.5,transect,riops_fc_3dps,magwatervel,11.5334
24,3.10.5,hovmoller,giops_day,votemper,6.5217
25,3.10.5,hovmoller,giops_day,vosaline,6.3903
26,3.10.5,hovmoller,giops_day,sspeed,6.768
27,3.10.5,hovmoller,giops_day,magwatervel,7.3481
28,3.10.5,hovmoller,riops_fc_3dps,votemper,10.1081
29,3.10.5,hovmoller,riops_fc_3dps,vosaline,9.5346
30,3.10.5,hovmoller,riops_fc_3dps,sspeed,13.671
31,3.10.5,hovmoller,riops_fc_3dps,magwatervel,15.4192
32,3.10.5,area,giops_day,votemper,4.1673
33,3.10.5,area,giops_day,vosaline,4.1499
34,3.10.5,area,giops_day,sspeed,4.1247
35,3.10.5,area,giops_day,magwatervel,4.0071
37,3.10.5,area,riops_fc_3dps,votemper,8.2669
38,3.10.5,area,riops_fc_3dps,vosaline,8.232
39,3.10.5,area,riops_fc_3dps,sspeed,8.7696
40,3.10.5,area,riops_fc_3dps,magwatervel,7.6469
41,3.10.5,subset,giops_day,votemper,0.8626
42,3.10.5,subset,riops_fc_3dps,votemper,2.0449
0,3.10.5,profile,giops_day,votemper,1.7216
1,3.10.5,profile,giops_day,vosaline,1.7435
2,3.10.5,profile,giops_day,sspeed,1.8517
3,3.10.5,profile,giops_day,magwatervel,1.9882
4,3.10.5,profile,riops_fc_3dps,votemper,2.6578
5,3.10.5,profile,riops_fc_3dps,vosaline,2.6108
6,3.10.5,profile,riops_fc_3dps,sspeed,3.3669
7,3.10.5,profile,riops_fc_3dps,magwatervel,3.5563
8,3.10.5,virtual mooring,giops_day,votemper,1.7215
9,3.10.5,virtual mooring,giops_day,vosaline,1.6837
10,3.10.5,virtual mooring,giops_day,sspeed,2.1789
11,3.10.5,virtual mooring,giops_day,magwatervel,3.1712
12,3.10.5,virtual mooring,riops_fc_3dps,votemper,4.9208
13,3.10.5,virtual mooring,riops_fc_3dps,vosaline,4.4002
14,3.10.5,virtual mooring,riops_fc_3dps,sspeed,7.8436
15,3.10.5,virtual mooring,riops_fc_3dps,magwatervel,9.9405
16,3.10.5,transect,giops_day,votemper,8.9211
17,3.10.5,transect,giops_day,vosaline,8.4827
