,Version,Test,Dataset,Variable,Response Time (s)
11,3.12.0,virtual mooring,giops_day,magwatervel,3.0849
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.3374
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.2133
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.3625
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.8087
16,3.12.0,transect,giops_day,votemper,8.8865
17,3.12.0,transect,giops_day,vosaline,8.3026
18,3.12.0,transect,giops_day,sspeed,9.0945
19,3.12.0,transect,giops_day,magwatervel,8.9914
20,3.12.0,transect,riops_fc_3dps,votemper,10.1007
21,3.12.0,transect,riops_fc_3dps,vosaline,10.2332
22,3.12.0,transect,riops_fc_3dps,sspeed,11.7644
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.8211
24,3.12.0,hovmoller,giops_day,votemper,7.4937
25,3.12.0,hovmoller,giops_day,vosaline,6.7123
26,3.12.0,hovmoller,giops_day,sspeed,7.3363
27,3.12.0,hovmoller,giops_day,magwatervel,7.5264
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.8492
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.907
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.6576
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.9487
32,3.12.0,area,giops_day,votemper,4.5414
33,3.12.0,area,giops_day,vosaline,4.5151
34,3.12.0,area,giops_day,sspeed,4.4799
35,3.12.0,area,giops_day,magwatervel,4.7017
37,3.12.0,area,riops_fc_3dps,votemper,8.3658
38,3.12.0,area,riops_fc_3dps,vosaline,8.3545
39,3.12.0,area,riops_fc_3dps,sspeed,8.956
40,3.12.0,area,riops_fc_3dps,magwatervel,8.2303
41,3.12.0,subset,giops_day,votemper,0.7455
42,3.12.0,subset,riops_fc_3dps,votemper,1.9702
0,3.12.0,profile,giops_day,votemper,1.7125
1,3.12.0,profile,giops_day,vosaline,1.6482
2,3.12.0,profile,giops_day,sspeed,1.8857
3,3.12.0,profile,giops_day,magwatervel,2.0742
4,3.12.0,profile,riops_fc_3dps,votemper,2.4981
5,3.12.0,profile,riops_fc_3dps,vosaline,2.351
6,3.12.0,profile,riops_fc_3dps,sspeed,3.159
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3691
8,3.12.0,virtual mooring,giops_day,votemper,1.6431
9,3.12.0,virtual mooring,giops_day,vosaline,1.6422
10,3.12.0,virtual mooring,giops_day,sspeed,2.2248
11,3.12.0,virtual mooring,giops_day,magwatervel,3.1365
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5459
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.8211
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.4932
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.2228
16,3.12.0,transect,giops_day,votemper,9.3419
17,3.12.0,transect,giops_day,vosaline,8.9207
18,3.12.0,transect,giops_day,sspeed,8.8937
19,3.12.0,transect,giops_day,magwatervel,9.4271
20,3.12.0,transect,riops_fc_3dps,votemper,10.3505
21,3.12.0,transect,riops_fc_3dps,vosaline,10.4899
22,3.12.0,transect,riops_fc_3dps,sspeed,11.9252
23,3.12.0,transect,riops_fc_3dps,magwatervel,12.2212
24,3.12.0,hovmoller,giops_day,votemper,7.2972
25,3.12.0,hovmoller,giops_day,vosaline,7.2686
26,3.12.0,hovmoller,giops_day,sspeed,7.1776
27,3.12.0,hovmoller,giops_day,magwatervel,8.2518
28,3.12.0,hovmoller,riops_fc_3dps,votemper,11.1773
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,11.1932
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.5022
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.8702
32,3.12.0,area,giops_day,votemper,4.7188
33,3.12.0,area,giops_day,vosaline,4.9313
34,3.12.0,area,giops_day,sspeed,4.6709
35,3.12.0,area,giops_day,magwatervel,4.4917
37,3.12.0,area,riops_fc_3dps,votemper,8.3927
38,3.12.0,area,riops_fc_3dps,vosaline,8.3329
39,3.12.0,area,riops_fc_3dps,sspeed,8.6483
40,3.12.0,area,riops_fc_3dps,magwatervel,7.9775
41,3.12.0,subset,giops_day,votemper,0.749
42,3.12.0,subset,riops_fc_3dps,votemper,2.0959
0,3.12.0,profile,giops_day,votemper,1.6401
1,3.12.0,profile,giops_day,vosaline,1.5968
2,3.12.0,profile,giops_day,sspeed,1.8384
3,3.12.0,profile,giops_day,magwatervel,1.9212
4,3.12.0,profile,riops_fc_3dps,votemper,2.4813
5,3.12.0,profile,riops_fc_3dps,vosaline,2.453
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1073
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.5686
8,3.12.0,virtual mooring,giops_day,votemper,1.7354
9,3.12.0,virtual mooring,giops_day,vosaline,1.6959
10,3.12.0,virtual mooring,giops_day,sspeed,2.2581
11,3.12.0,virtual mooring,giops_day,magwatervel,3.1823
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.8669
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.6394
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.0464
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.0701
16,3.12.0,transect,giops_day,votemper,9.3477
17,3.12.0,transect,giops_day,vosaline,8.7971
18,3.12.0,transect,giops_day,sspeed,8.6121
19,3.12.0,transect,giops_day,magwatervel,8.857
20,3.12.0,transect,riops_fc_3dps,votemper,10.0668
21,3.12.0,transect,riops_fc_3dps,vosaline,9.6607
22,3.12.0,transect,riops_fc_3dps,sspeed,11.2407
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.9119
24,3.12.0,hovmoller,giops_day,votemper,6.9681
25,3.12.0,hovmoller,giops_day,vosaline,6.7447
26,3.12.0,hovmoller,giops_day,sspeed,7.5061
27,3.12.0,hovmoller,giops_day,magwatervel,7.523
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.0293
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.9606
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.7993
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.0634
32,3.12.0,area,giops_day,votemper,4.6702
33,3.12.0,area,giops_day,vosaline,4.6393
34,3.12.0,area,giops_day,sspeed,4.561
35,3.12.0,area,giops_day,magwatervel,4.5465
37,3.12.0,area,riops_fc_3dps,votemper,8.1703
38,3.12.0,area,riops_fc_3dps,vosaline,8.6451
39,3.12.0,area,riops_fc_3dps,sspeed,8.5809
40,3.12.0,area,riops_fc_3dps,magwatervel,8.4282
41,3.12.0,subset,giops_day,votemper,0.7903
42,3.12.0,subset,riops_fc_3dps,votemper,1.9576
0,3.12.0,profile,giops_day,votemper,1.6002
1,3.12.0,profile,giops_day,vosaline,1.5415
2,3.12.0,profile,giops_day,sspeed,1.7126
3,3.12.0,profile,giops_day,magwatervel,1.8885
4,3.12.0,profile,riops_fc_3dps,votemper,2.3719
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3687
6,3.12.0,profile,riops_fc_3dps,sspeed,3.06
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3177
8,3.12.0,virtual mooring,giops_day,votemper,1.639
9,3.12.0,virtual mooring,giops_day,vosaline,1.6765
10,3.12.0,virtual mooring,giops_day,sspeed,2.3786
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2797
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.9237
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,5.002
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.7892
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.629
16,3.12.0,transect,giops_day,votemper,8.7985
17,3.12.0,transect,giops_day,vosaline,8.49
18,3.12.0,transect,giops_day,sspeed,8.6288
19,3.12.0,transect,giops_day,magwatervel,9.5005
20,3.12.0,transect,riops_fc_3dps,votemper,9.9503
21,3.12.0,transect,riops_fc_3dps,vosaline,10.0672
22,3.12.0,transect,riops_fc_3dps,sspeed,12.1402
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.8084
24,3.12.0,hovmoller,giops_day,votemper,6.5915
25,3.12.0,hovmoller,giops_day,vosaline,6.5038
26,3.12.0,hovmoller,giops_day,sspeed,7.3403
27,3.12.0,hovmoller,giops_day,magwatervel,7.8052
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.0351
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.9548
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,15.3387
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.5223
32,3.12.0,area,giops_day,votemper,4.5105
33,3.12.0,area,giops_day,vosaline,4.3945
34,3.12.0,area,giops_day,sspeed,4.5179
35,3.12.0,area,giops_day,magwatervel,4.4076
37,3.12.0,area,riops_fc_3dps,votemper,8.4029
38,3.12.0,area,riops_fc_3dps,vosaline,8.829
39,3.12.0,area,riops_fc_3dps,sspeed,8.8279
40,3.12.0,area,riops_fc_3dps,magwatervel,8.2255
41,3.12.0,subset,giops_day,votemper,0.715
42,3.12.0,subset,riops_fc_3dps,votemper,2.0669
0,3.12.0,profile,giops_day,votemper,1.5805
1,3.12.0,profile,giops_day,vosaline,1.5329
2,3.12.0,profile,giops_day,sspeed,1.7405
3,3.12.0,profile,giops_day,magwatervel,1.9787
4,3.12.0,profile,riops_fc_3dps,votemper,2.4883
5,3.12.0,profile,riops_fc_3dps,vosaline,2.4162
6,3.12.0,profile,riops_fc_3dps,sspeed,3.4664
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.7772
8,3.12.0,virtual mooring,giops_day,votemper,1.6199
9,3.12.0,virtual mooring,giops_day,vosaline,1.6466
10,3.12.0,virtual mooring,giops_day,sspeed,2.1232
11,3.12.0,virtual mooring,giops_day,magwatervel,3.3904
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5512
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.8842
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.0986
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,11.7916
16,3.12.0,transect,giops_day,votemper,9.2539
17,3.12.0,transect,giops_day,vosaline,8.4693
18,3.12.0,transect,giops_day,sspeed,8.6193
19,3.12.0,transect,giops_day,magwatervel,8.6772
20,3.12.0,transect,riops_fc_3dps,votemper,9.7206
21,3.12.0,transect,riops_fc_3dps,vosaline,9.8054
22,3.12.0,transect,riops_fc_3dps,sspeed,11.8214
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.6642
24,3.12.0,hovmoller,giops_day,votemper,6.8174
25,3.12.0,hovmoller,giops_day,vosaline,6.5511
26,3.12.0,hovmoller,giops_day,sspeed,7.606
27,3.12.0,hovmoller,giops_day,magwatervel,7.4598
28,3.12.0,hovmoller,riops_fc_3dps,votemper,9.8217
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.8268
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,15.4948
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.9688
32,3.12.0,area,giops_day,votemper,4.4025
33,3.12.0,area,giops_day,vosaline,4.4282
34,3.12.0,area,giops_day,sspeed,4.8572
35,3.12.0,area,giops_day,magwatervel,4.6862
37,3.12.0,area,riops_fc_3dps,votemper,8.4292
38,3.12.0,area,riops_fc_3dps,vosaline,8.3104
39,3.12.0,area,riops_fc_3dps,sspeed,8.7359
40,3.12.0,area,riops_fc_3dps,magwatervel,8.1039
41,3.12.0,subset,giops_day,votemper,0.7179
42,3.12.0,subset,riops_fc_3dps,votemper,1.8915
0,3.12.0,profile,giops_day,votemper,1.631
1,3.12.0,profile,giops_day,vosaline,1.55
2,3.12.0,profile,giops_day,sspeed,1.7338
3,3.12.0,profile,giops_day,magwatervel,1.9093
4,3.12.0,profile,riops_fc_3dps,votemper,2.419
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3319
6,3.12.0,profile,riops_fc_3dps,sspeed,3.0544
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3734
8,3.12.0,virtual mooring,giops_day,votemper,1.7262
9,3.12.0,virtual mooring,giops_day,vosaline,1.6814
10,3.12.0,virtual mooring,giops_day,sspeed,2.1591
11,3.12.0,virtual mooring,giops_day,magwatervel,3.4121
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5376
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.4895
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,8.2175
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.7349
16,3.12.0,transect,giops_day,votemper,8.8167
17,3.12.0,transect,giops_day,vosaline,8.5312
18,3.12.0,transect,giops_day,sspeed,8.6004
19,3.12.0,transect,giops_day,magwatervel,8.7185
20,3.12.0,transect,riops_fc_3dps,votemper,10.0756
21,3.12.0,transect,riops_fc_3dps,vosaline,9.9458
22,3.12.0,transect,riops_fc_3dps,sspeed,11.3998
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.603
24,3.12.0,hovmoller,giops_day,votemper,6.5737
25,3.12.0,hovmoller,giops_day,vosaline,6.5451
26,3.12.0,hovmoller,giops_day,sspeed,7.04
27,3.12.0,hovmoller,giops_day,magwatervel,7.3348
28,3.12.0,hovmoller,riops_fc_3dps,votemper,9.9792
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.4007
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.8239
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.0914
32,3.12.0,area,giops_day,votemper,5.0066
33,3.12.0,area,giops_day,vosaline,4.4947
34,3.12.0,area,giops_day,sspeed,4.7023
35,3.12.0,area,giops_day,magwatervel,4.4354
37,3.12.0,area,riops_fc_3dps,votemper,8.6303
38,3.12.0,area,riops_fc_3dps,vosaline,8.4435
39,3.12.0,area,riops_fc_3dps,sspeed,8.8636
40,3.12.0,area,riops_fc_3dps,magwatervel,7.9461
41,3.12.0,subset,giops_day,votemper,0.8089
42,3.12.0,subset,riops_fc_3dps,votemper,2.1734
0,3.12.0,profile,giops_day,votemper,1.6909
1,3.12.0,profile,giops_day,vosaline,1.611
2,3.12.0,profile,giops_day,sspeed,1.7385
3,3.12.0,profile,giops_day,magwatervel,1.918
4,3.12.0,profile,riops_fc_3dps,votemper,2.4535
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3892
6,3.12.0,profile,riops_fc_3dps,sspeed,3.5698
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.8771
8,3.12.0,virtual mooring,giops_day,votemper,2.0411
9,3.12.0,virtual mooring,giops_day,vosaline,1.7323
10,3.12.0,virtual mooring,giops_day,sspeed,2.282
11,3.12.0,virtual mooring,giops_day,magwatervel,3.411
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,5.107
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.5923
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.583
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.1494
16,3.12.0,transect,giops_day,votemper,8.7201
17,3.12.0,transect,giops_day,vosaline,8.1451
18,3.12.0,transect,giops_day,sspeed,9.076
19,3.12.0,transect,giops_day,magwatervel,8.8903
20,3.12.0,transect,riops_fc_3dps,votemper,10.3671
21,3.12.0,transect,riops_fc_3dps,vosaline,10.4879
22,3.12.0,transect,riops_fc_3dps,sspeed,11.6789
23,3.12.0,transect,riops_fc_3dps,magwatervel,12.0524
24,3.12.0,hovmoller,giops_day,votemper,6.9985
25,3.12.0,hovmoller,giops_day,vosaline,6.4666
26,3.12.0,hovmoller,giops_day,sspeed,7.0326
27,3.12.0,hovmoller,giops_day,magwatervel,7.4805
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.672
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.2649
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.1626
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.6078
32,3.12.0,area,giops_day,votemper,4.7132
33,3.12.0,area,giops_day,vosaline,4.5648
34,3.12.0,area,giops_day,sspeed,4.6123
35,3.12.0,area,giops_day,magwatervel,5.0052
37,3.12.0,area,riops_fc_3dps,votemper,8.7268
38,3.12.0,area,riops_fc_3dps,vosaline,8.454
39,3.12.0,area,riops_fc_3dps,sspeed,8.7312
40,3.12.0,area,riops_fc_3dps,magwatervel,8.3938
41,3.12.0,subset,giops_day,votemper,0.7691
42,3.12.0,subset,riops_fc_3dps,votemper,2.1887
0,3.12.0,profile,giops_day,votemper,1.6311
1,3.12.0,profile,giops_day,vosaline,1.5583
2,3.12.0,profile,giops_day,sspeed,1.7082
3,3.12.0,profile,giops_day,magwatervel,1.8735
4,3.12.0,profile,riops_fc_3dps,votemper,2.3671
5,3.12.0,profile,riops_fc_3dps,vosaline,2.3748
6,3.12.0,profile,riops_fc_3dps,sspeed,2.9418
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3392
8,3.12.0,virtual mooring,giops_day,votemper,1.6478
9,3.12.0,virtual mooring,giops_day,vosaline,1.6742
10,3.12.0,virtual mooring,giops_day,sspeed,2.1923
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2641
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,5.1831
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.6386
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.6128
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.5542
16,3.12.0,transect,giops_day,votemper,9.0974
17,3.12.0,transect,giops_day,vosaline,9.0846
18,3.12.0,transect,giops_day,sspeed,8.7276
19,3.12.0,transect,giops_day,magwatervel,9.0802
20,3.12.0,transect,riops_fc_3dps,votemper,10.2006
21,3.12.0,transect,riops_fc_3dps,vosaline,10.0168
22,3.12.0,transect,riops_fc_3dps,sspeed,12.4122
23,3.12.0,transect,riops_fc_3dps,magwatervel,12.556
24,3.12.0,hovmoller,giops_day,votemper,6.8492
25,3.12.0,hovmoller,giops_day,vosaline,6.8783
26,3.12.0,hovmoller,giops_day,sspeed,7.2328
27,3.12.0,hovmoller,giops_day,magwatervel,7.8462
28,3.12.0,hovmoller,riops_fc_3dps,votemper,9.8767
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.8356
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.6871
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.4759
32,3.12.0,area,giops_day,votemper,4.5614
33,3.12.0,area,giops_day,vosaline,4.8253
34,3.12.0,area,giops_day,sspeed,4.566
35,3.12.0,area,giops_day,magwatervel,4.5536
37,3.12.0,area,riops_fc_3dps,votemper,9.0472
38,3.12.0,area,riops_fc_3dps,vosaline,8.6879
39,3.12.0,area,riops_fc_3dps,sspeed,9.2349
40,3.12.0,area,riops_fc_3dps,magwatervel,7.9624
41,3.12.0,subset,giops_day,votemper,0.7485
42,3.12.0,subset,riops_fc_3dps,votemper,1.859
0,3.12.0,profile,giops_day,votemper,1.5631
1,3.12.0,profile,giops_day,vosaline,1.5648
2,3.12.0,profile,giops_day,sspeed,1.7705
3,3.12.0,profile,giops_day,magwatervel,1.9555
4,3.12.0,profile,riops_fc_3dps,votemper,2.4144
5,3.12.0,profile,riops_fc_3dps,vosaline,2.4159
6,3.12.0,profile,riops_fc_3dps,sspeed,3.2695
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.398
8,3.12.0,virtual mooring,giops_day,votemper,1.7453
9,3.12.0,virtual mooring,giops_day,vosaline,1.7084
10,3.12.0,virtual mooring,giops_day,sspeed,2.3816
11,3.12.0,virtual mooring,giops_day,magwatervel,3.2912
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5819
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.0468
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.9487
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,10.1572
16,3.12.0,transect,giops_day,votemper,9.0354
17,3.12.0,transect,giops_day,vosaline,8.3775
18,3.12.0,transect,giops_day,sspeed,9.1617
19,3.12.0,transect,giops_day,magwatervel,8.7853
20,3.12.0,transect,riops_fc_3dps,votemper,10.1798
21,3.12.0,transect,riops_fc_3dps,vosaline,10.1642
22,3.12.0,transect,riops_fc_3dps,sspeed,11.3901
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.3971
24,3.12.0,hovmoller,giops_day,votemper,7.1166
25,3.12.0,hovmoller,giops_day,vosaline,6.6748
26,3.12.0,hovmoller,giops_day,sspeed,7.2424
27,3.12.0,hovmoller,giops_day,magwatervel,7.9736
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.1323
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,9.8052
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,13.7696
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.1763
32,3.12.0,area,giops_day,votemper,4.5363
33,3.12.0,area,giops_day,vosaline,4.4872
34,3.12.0,area,giops_day,sspeed,4.4544
35,3.12.0,area,giops_day,magwatervel,4.4573
37,3.12.0,area,riops_fc_3dps,votemper,8.4786
38,3.12.0,area,riops_fc_3dps,vosaline,8.7999
39,3.12.0,area,riops_fc_3dps,sspeed,8.773
40,3.12.0,area,riops_fc_3dps,magwatervel,8.2217
41,3.12.0,subset,giops_day,votemper,0.7878
42,3.12.0,subset,riops_fc_3dps,votemper,2.0779
0,3.12.0,profile,giops_day,votemper,1.722
1,3.12.0,profile,giops_day,vosaline,1.513
2,3.12.0,profile,giops_day,sspeed,1.8154
3,3.12.0,profile,giops_day,magwatervel,1.8717
4,3.12.0,profile,riops_fc_3dps,votemper,2.3918
5,3.12.0,profile,riops_fc_3dps,vosaline,2.5768
6,3.12.0,profile,riops_fc_3dps,sspeed,3.4827
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.5552
8,3.12.0,virtual mooring,giops_day,votemper,1.8993
9,3.12.0,virtual mooring,giops_day,vosaline,1.786
10,3.12.0,virtual mooring,giops_day,sspeed,2.2128
11,3.12.0,virtual mooring,giops_day,magwatervel,3.1924
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.5541
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.3577
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.6594
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,11.3023
16,3.12.0,transect,giops_day,votemper,9.1409
17,3.12.0,transect,giops_day,vosaline,8.4593
18,3.12.0,transect,giops_day,sspeed,9.2938
19,3.12.0,transect,giops_day,magwatervel,8.828
20,3.12.0,transect,riops_fc_3dps,votemper,10.8677
21,3.12.0,transect,riops_fc_3dps,vosaline,10.1366
22,3.12.0,transect,riops_fc_3dps,sspeed,12.092
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.5402
24,3.12.0,hovmoller,giops_day,votemper,7.0065
25,3.12.0,hovmoller,giops_day,vosaline,6.6566
26,3.12.0,hovmoller,giops_day,sspeed,7.9106
27,3.12.0,hovmoller,giops_day,magwatervel,7.6414
28,3.12.0,hovmoller,riops_fc_3dps,votemper,10.4271
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.8824
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.4535
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,15.7855
32,3.12.0,area,giops_day,votemper,4.5427
33,3.12.0,area,giops_day,vosaline,4.5941
34,3.12.0,area,giops_day,sspeed,4.9286
35,3.12.0,area,giops_day,magwatervel,4.6473
37,3.12.0,area,riops_fc_3dps,votemper,8.4936
38,3.12.0,area,riops_fc_3dps,vosaline,8.3499
39,3.12.0,area,riops_fc_3dps,sspeed,8.7415
40,3.12.0,area,riops_fc_3dps,magwatervel,7.766
41,3.12.0,subset,giops_day,votemper,0.7813
42,3.12.0,subset,riops_fc_3dps,votemper,1.9056
0,3.12.0,profile,giops_day,votemper,1.7327
1,3.12.0,profile,giops_day,vosaline,1.553
2,3.12.0,profile,giops_day,sspeed,2.1991
3,3.12.0,profile,giops_day,magwatervel,1.8515
4,3.12.0,profile,riops_fc_3dps,votemper,2.3971
5,3.12.0,profile,riops_fc_3dps,vosaline,2.292
6,3.12.0,profile,riops_fc_3dps,sspeed,3.1098
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.3312
8,3.12.0,virtual mooring,giops_day,votemper,1.6433
9,3.12.0,virtual mooring,giops_day,vosaline,1.6466
10,3.12.0,virtual mooring,giops_day,sspeed,2.0848
11,3.12.0,virtual mooring,giops_day,magwatervel,2.9704
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.2775
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.3494
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.4641
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.7207
16,3.12.0,transect,giops_day,votemper,8.6635
17,3.12.0,transect,giops_day,vosaline,8.1424
18,3.12.0,transect,giops_day,sspeed,8.4207
19,3.12.0,transect,giops_day,magwatervel,8.8422
20,3.12.0,transect,riops_fc_3dps,votemper,9.7727
21,3.12.0,transect,riops_fc_3dps,vosaline,10.075
22,3.12.0,transect,riops_fc_3dps,sspeed,11.3161
23,3.12.0,transect,riops_fc_3dps,magwatervel,11.3748
24,3.12.0,hovmoller,giops_day,votemper,6.4734
25,3.12.0,hovmoller,giops_day,vosaline,6.8612
26,3.12.0,hovmoller,giops_day,sspeed,7.0242
27,3.12.0,hovmoller,giops_day,magwatervel,7.5442
28,3.12.0,hovmoller,riops_fc_3dps,votemper,9.9885
29,3.12.0,hovmoller,riops_fc_3dps,vosaline,10.9179
30,3.12.0,hovmoller,riops_fc_3dps,sspeed,14.0954
31,3.12.0,hovmoller,riops_fc_3dps,magwatervel,16.6547
32,3.12.0,area,giops_day,votemper,4.633
33,3.12.0,area,giops_day,vosaline,4.4515
34,3.12.0,area,giops_day,sspeed,4.4329
35,3.12.0,area,giops_day,magwatervel,4.6411
37,3.12.0,area,riops_fc_3dps,votemper,8.64
38,3.12.0,area,riops_fc_3dps,vosaline,8.3803
39,3.12.0,area,riops_fc_3dps,sspeed,8.6735
40,3.12.0,area,riops_fc_3dps,magwatervel,7.795
41,3.12.0,subset,giops_day,votemper,0.7358
42,3.12.0,subset,riops_fc_3dps,votemper,1.9681
0,3.12.0,profile,giops_day,votemper,1.6614
1,3.12.0,profile,giops_day,vosaline,1.6346
2,3.12.0,profile,giops_day,sspeed,1.8128
3,3.12.0,profile,giops_day,magwatervel,1.8901
4,3.12.0,profile,riops_fc_3dps,votemper,2.3993
5,3.12.0,profile,riops_fc_3dps,vosaline,2.6009
6,3.12.0,profile,riops_fc_3dps,sspeed,3.0902
7,3.12.0,profile,riops_fc_3dps,magwatervel,3.4621
8,3.12.0,virtual mooring,giops_day,votemper,1.7072
9,3.12.0,virtual mooring,giops_day,vosaline,1.7424
10,3.12.0,virtual mooring,giops_day,sspeed,2.2377
11,3.12.0,virtual mooring,giops_day,magwatervel,3.0959
12,3.12.0,virtual mooring,riops_fc_3dps,votemper,4.4829
13,3.12.0,virtual mooring,riops_fc_3dps,vosaline,4.3154
14,3.12.0,virtual mooring,riops_fc_3dps,sspeed,7.5621
15,3.12.0,virtual mooring,riops_fc_3dps,magwatervel,9.99
16,3.12.0,transect,giops_day,votemper,9.0309
17,3.12.0,transect,giops_day,vosaline,8.697
18,3.12.0,transect,giops_day,sspeed,8.5751
19,3.12.0,transect,giops_day,magwatervel,8.831
20,3.12.0,transect,riops_fc_3dps,votemper,10.3076
21,3.12.0,transect,riops_fc_3dps,vosaline,10.2324
